School,SIS ID,Class,Test 1 Num Correct,Test 1 Num Correct,Test 2 Num Correct,Test 2 Num Incorrect,Test 3 Num Correct,Test 3 Num Incorrect,PAT Reading 2022,PAT Reading 2022 Band,PAT Maths 2022,PAT Maths 2022 Band,PAT Reading 2021,PAT Reading 2021 Band,PAT Maths 2021,PAT Maths 2021 Band,NAPLAN 2023 Reading Score,NAPLAN 2023 Reading Proficiency,NAPLAN 2023 Writing Score,NAPLAN 2023 Writing Proficiency,NAPLAN 2023 Grammar and Punctuation Score,NAPLAN 2023 Grammar and Punctuation Proficiency,NAPLAN 2023 Spelling Score,NAPLAN 2023 Spelling Proficiency,NAPLAN 2023 Numeracy Score,NAPLAN 2023 Numeracy Proficiency,NAPLAN 2021 Reading Score,NAPLAN 2021 Reading Band,NAPLAN 2021 Writing Score,NAPLAN 2021 Writing Band,NAPLAN 2021 Grammar and Punctuation Score,NAPLAN 2021 Grammar and Punctuation Band,NAPLAN 2021 Spelling Score,NAPLAN 2021 Spelling Band,NAPLAN 2021 Numeracy Score,NAPLAN 2021 Numeracy Band
A,594480048,7GEOA,24,3,41,0,44,0,135.1,130-139,144.4,135-144,125.7,120-129,132.9,125-134,NULL,UNKNOWN,547.1,Strong,NULL,UNKNOWN,NULL,UNKNOWN,637.2,Exceeding,554.308,Band 7,510,Band 6,519.139,Band 6,474.057,Band 5,560.379,Band 7
A,295414381,7GEOA,27,3,59,0,55,0,136.3,130-139,151.3,135-144,132.6,130-139,153.2,125-134,576.7,Strong,668.6,Exceeding,649.9,Exceeding,646.4,Exceeding,682.8,Exceeding,551.259,Band 7,547.4,Band 7,631.7,Band 8,591.966,Band 8,647.512,Band 9
A,234665371,7GEOA,36,8,,,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,124902644,7GEOA,26,2,46,0,45,1,,,,,,,,,595.3,Strong,682,Exceeding,640.6,Exceeding,680,Exceeding,686.1,Exceeding,,,,,,,,,,
A,369262864,7GEOA,33,5,,,44,4,137.5,130-139,144.2,135-144,132.6,130-139,138.6,125-134,592.6,Strong,599.3,Strong,602,Strong,535.7,Strong,676.4,Exceeding,573.314,Band 7,510,Band 6,580.064,Band 7,514.109,Band 6,598.012,Band 8
A,890770824,7GEOA,27,4,43,1,41,0,131,130-139,131.3,125-134,127.8,120-129,134.5,125-134,558.7,Strong,572.7,Strong,501.6,Developing,626,Exceeding,595.8,Strong,561.347,Band 7,497.4,Band 6,613.79,Band 8,594.015,Band 8,551.263,Band 7
A,823927832,7GEOA,26,14,51,8,50,6,136.3,130-139,130.1,135-144,135.2,130-139,134.5,135-144,541.9,Strong,613.1,Strong,595.4,Strong,604.1,Exceeding,594.8,Strong,556.821,Band 7,534.9,Band 7,580.064,Band 7,549.009,Band 7,529.59,Band 6
A,498579052,7GEOA,36,6,,,56,0,129.3,120-129,147.3,125-134,135.2,130-139,138.9,135-144,563.8,Strong,534.2,Strong,680.9,Exceeding,653,Exceeding,701.2,Exceeding,514.743,Band 6,534.9,Band 7,578.585,Band 7,624.937,Band 8,615.542,Band 8
A,456162929,7GEOA,29,2,,,55,1,138.7,130-139,136.3,135-144,130.1,130-139,128.7,125-134,578.8,Strong,585.8,Strong,562.6,Strong,603.5,Exceeding,589.7,Strong,580.493,Band 7,534.9,Band 7,641.081,Band 9,584.496,Band 8,567.86,Band 7
A,803912667,7GEOA,49,7,58,1,55,0,142.6,140-149,140,135-144,135.2,130-139,136.2,135-144,645,Exceeding,655.1,Exceeding,634.5,Exceeding,616.7,Exceeding,644.6,Exceeding,,,,,,,,,,
A,243436169,7GEOA,27,4,41,0,40,0,145.1,140-149,125.5,145-154,135.2,130-139,126,135-144,527.4,Strong,627.2,Exceeding,564.6,Strong,553.9,Strong,533.4,Strong,566.398,Band 7,458.3,Band 5,561.917,Band 7,485.877,Band 6,499.207,Band 6
A,290032256,7GEOA,30,3,47,0,50,0,141.1,140-149,136.4,135-144,141.4,140-149,136,135-144,624.9,Exceeding,547.1,Strong,534.1,Strong,537.8,Strong,589.7,Strong,602.685,Band 8,572.9,Band 7,543.628,Band 7,533.359,Band 7,502.393,Band 6
A,756062536,7GEOA,30,4,48,0,43,0,127.8,120-129,136.3,125-134,130.1,130-139,134.5,125-134,588.5,Strong,520.8,Strong,600.6,Strong,590.2,Strong,589.1,Strong,552.432,Band 7,497.4,Band 6,565.272,Band 7,546.627,Band 7,558.581,Band 7
A,113102969,7GEOA,22,2,37,1,41,0,,,,,,,,,636.6,Exceeding,572.7,Strong,644.2,Exceeding,624.6,Exceeding,576.4,Strong,,,,,,,,,,
A,259377718,7GEOA,34,7,56,3,53,3,,,,,,,,,606.5,Exceeding,520.8,Strong,608.7,Strong,635.2,Exceeding,645.2,Exceeding,,,,,,,,,,
A,929023271,7GEOA,23,2,37,0,41,0,131.9,130-139,145.4,125-134,140.2,140-149,134.9,135-144,615.4,Exceeding,547.1,Strong,704.6,Exceeding,601.4,Exceeding,623,Strong,608.234,Band 8,547.4,Band 7,631.7,Band 8,585.834,Band 8,591.04,Band 8
A,801593489,7GEOA,25,5,52,0,51,0,,,,,,,,,724.7,Exceeding,613.1,Strong,629.7,Exceeding,586.6,Strong,635.1,Exceeding,,,,,,,,,,
A,820475952,7GEOA,29,5,55,0,50,1,140.8,140-149,141.2,135-144,137.2,130-139,148.5,135-144,564.1,Strong,695.1,Exceeding,668.2,Exceeding,680,Exceeding,637.2,Exceeding,587.692,Band 8,666,Band 9,654.402,Band 9,651.798,Band 9,582.806,Band 8
A,107993446,7GEOE,23,3,26,0,40,0,124.7,120-129,120.4,115-124,127.8,120-129,120.9,125-134,508,Strong,572.7,Strong,560.7,Strong,669.2,Exceeding,461.9,Developing,517.45,Band 6,547.4,Band 7,494.207,Band 6,545.757,Band 7,436.313,Band 5
A,719720611,7GEOE,25,6,21,22,40,15,133.2,130-139,124.3,125-134,121.5,120-129,111,115-124,459.5,Developing,613.1,Strong,444.7,Developing,648.4,Exceeding,501.9,Strong,533.366,Band 7,484.6,Band 6,495.451,Band 6,615.856,Band 8,442.537,Band 5
A,992090133,7GEOE,18,7,16,1,32,1,125.5,120-129,131,125-134,112.9,110-119,119.6,105-114,476.8,Developing,572.7,Strong,552.4,Strong,527.6,Strong,559.1,Strong,464.366,Band 5,497.4,Band 6,478.824,Band 6,466.453,Band 5,462.476,Band 5
A,255454879,7GEOE,19,6,28,0,35,0,,,,,,,,,498,Developing,559.9,Strong,502.9,Developing,623.4,Exceeding,596.7,Strong,,,,,,,,,,
A,541623303,7GEOE,17,1,16,1,22,2,,,,,,,,,527.5,Strong,492,Developing,440.2,Needs additional support,536.9,Strong,558.3,Strong,,,,,,,,,,
A,988283608,7GEOE,20,11,32,1,40,2,128,120-129,136.8,125-134,121.5,120-129,118.3,115-124,480.5,Developing,547.1,Strong,473.9,Developing,552.8,Strong,538.1,Strong,462.048,Band 5,547.4,Band 7,478.824,Band 6,470.062,Band 5,472.209,Band 5
A,149408746,7GEOE,26,5,27,2,28,1,127.1,120-129,120.4,125-134,119.5,110-119,119.6,115-124,488.6,Developing,492,Developing,562.2,Strong,569.9,Strong,500.8,Strong,454.529,Band 5,458.3,Band 5,481.173,Band 6,512.642,Band 6,452.06,Band 5
A,933069012,7GEOE,26,6,33,1,34,1,136.8,130-139,121.5,135-144,123.5,120-129,115.6,115-124,564.6,Strong,585.8,Strong,563.7,Strong,546.4,Strong,501.4,Strong,515.691,Band 6,458.3,Band 5,543.512,Band 7,536.436,Band 7,475.84,Band 5
A,751953703,7GEOE,17,4,,,33,0,115.1,110-119,127.8,115-124,111.6,110-119,122.2,105-114,443.3,Developing,476.5,Developing,454.9,Developing,504.4,Strong,508.5,Strong,392.248,Band 4,484.6,Band 6,477.388,Band 5,478.693,Band 6,432.672,Band 5
A,857970803,7GEOE,27,6,37,0,40,0,133.2,130-139,118.9,125-134,127.8,120-129,114.1,125-134,550.3,Strong,492,Developing,564.5,Strong,485.1,Developing,507.4,Strong,512.605,Band 6,416.3,Band 4,482.114,Band 6,495.34,Band 6,490.659,Band 6
A,682490662,7GEOE,9,3,14,1,34,0,121,120-129,134.4,115-124,123.5,120-129,137.3,115-124,514.7,Strong,585.8,Strong,602,Strong,581.6,Strong,567.3,Strong,511.799,Band 6,597.5,Band 8,585.034,Band 8,570.503,Band 7,582.594,Band 8
A,509749307,7GEOE,20,11,35,0,39,1,127.8,120-129,137.3,125-134,132.6,130-139,120.9,125-134,525,Strong,NULL,UNKNOWN,565.4,Strong,553.3,Strong,583.6,Strong,526.218,Band 6,547.4,Band 7,529.081,Band 6,514.536,Band 6,502.405,Band 6
A,876337281,7GEOE,,,,,,,136.3,130-139,127.8,135-144,132.6,130-139,122.2,125-134,518.7,Strong,641.2,Exceeding,580.3,Strong,576.8,Strong,484,Developing,515.661,Band 6,510,Band 6,528.001,Band 6,552.159,Band 7,502.405,Band 6
A,901643212,7GEOE,10,2,31,0,39,2,124.9,120-129,117.8,115-124,123.5,120-129,112.6,115-124,510,Strong,520.8,Strong,523.1,Strong,530,Strong,477.9,Developing,481.339,Band 6,430.8,Band 5,431.272,Band 5,539.645,Band 7,450.212,Band 5
A,678138153,7GEOE,21,5,36,0,45,1,131,130-139,125.5,125-134,125.7,120-129,115.6,125-134,576,Strong,655.1,Exceeding,580.4,Strong,609.8,Exceeding,516.5,Strong,519.011,Band 6,560.2,Band 7,533.758,Band 7,584.003,Band 8,459.331,Band 5
A,115064907,7GEOE,14,6,12,0,35,1,124.9,120-129,124.1,115-124,127.8,120-129,123.5,125-134,564.1,Strong,412.4,Needs additional support,503.6,Developing,547.2,Strong,537.7,Strong,510.369,Band 6,497.4,Band 6,497.796,Band 6,522.822,Band 6,468.954,Band 5
A,252087642,7GEOE,16,7,,,36,2,129.4,120-129,125.4,125-134,98,90-99,119.6,95-104,464.2,Developing,476.5,Developing,517.2,Strong,501.6,Strong,520.4,Strong,468.577,Band 5,471.6,Band 5,482.114,Band 6,495.462,Band 6,490.659,Band 6
A,986064527,7GEOE,17,4,22,0,28,1,,,,,,,,,495.8,Developing,559.9,Strong,437.5,Needs additional support,512.7,Strong,482.8,Developing,,,,,,,,,,
A,729323181,7GEOE,7,6,16,1,18,0,115.8,110-119,129.8,115-124,115.5,110-119,127.3,115-124,500.5,Strong,362.8,Needs additional support,524.2,Strong,401.7,Needs additional support,554,Strong,458.657,Band 5,458.3,Band 5,444.418,Band 5,387.987,Band 4,537.771,Band 7
A,791654083,7GEOE,18,1,,,24,0,134.9,130-139,124.7,125-134,130.1,130-139,126,125-134,480.6,Developing,476.5,Developing,531.6,Strong,501.7,Strong,504.6,Strong,502.526,Band 6,444.8,Band 5,476.187,Band 5,457.305,Band 5,490.659,Band 6
A,799390795,7GEOE,27,4,29,2,33,2,,,,,,,,,504.2,Strong,506.7,Developing,505.7,Developing,509.3,Strong,447,Developing,,,,,,,,,,
A,286462229,7GEOE,23,5,41,0,36,0,124.6,120-129,133.6,115-124,121.5,120-129,128.7,115-124,536.5,Strong,520.8,Strong,653.7,Exceeding,589.4,Strong,589.2,Strong,512.154,Band 6,522.5,Band 6,506.98,Band 6,545.756,Band 7,474.201,Band 5
A,333064436,7GEOE,10,2,52,3,45,4,,,,,,,,,534.8,Strong,585.8,Strong,549.6,Strong,562.4,Strong,503.9,Strong,,,,,,,,,,
A,679163433,7GEOE,7,5,16,1,12,0,119,110-119,122.7,115-124,109.5,100-109,118.3,105-114,439.6,Developing,476.5,Developing,591.4,Strong,492.2,Developing,495.4,Developing,470.073,Band 5,372.2,Band 3,457.065,Band 5,427.915,Band 5,414.27,Band 4
A,831144863,7GEOE,23,9,29,0,30,2,116.7,110-119,129,115-124,119.5,110-119,123.5,115-124,510.4,Strong,627.2,Exceeding,478,Developing,532.4,Strong,481.3,Developing,501.565,Band 6,484.6,Band 6,434.477,Band 5,526.173,Band 6,526.376,Band 6
A,929353933,7GEOE,15,2,28,0,,,115.8,110-119,123,115-124,105.3,100-109,124.8,105-114,483.4,Developing,492,Developing,470.7,Developing,463.2,Developing,526.7,Strong,432.506,Band 5,458.3,Band 5,435.433,Band 5,437.241,Band 5,472.209,Band 5
A,807708671,7GEOE,23,5,35,3,40,7,127.8,120-129,133,125-134,126.4,120-129,130,125-134,529,Strong,520.8,Strong,564.9,Strong,528.7,Strong,588.4,Strong,479.085,Band 6,522.5,Band 6,478.824,Band 6,505.032,Band 6,526.376,Band 6
A,514103592,7GEOE,12,10,22,14,27,10,,,,,,,,,537.3,Strong,444.7,Developing,506.2,Developing,474.6,Developing,606.2,Strong,,,,,,,,,,
A,583566851,7GEOE,22,12,42,0,,,138.2,130-139,132.4,135-144,113.6,110-119,131.4,105-114,486,Developing,547.1,Strong,517.2,Strong,592.7,Strong,566.8,Strong,568.293,Band 7,572.9,Band 7,565.253,Band 7,553.355,Band 7,485.619,Band 6
A,147291054,7GEOH,12,2,21,0,,,,,,,,,,,486.1,Developing,520.8,Strong,534.5,Strong,556.6,Strong,492.9,Developing,,,,,,,,,,
A,870234225,7GEOH,14,5,26,6,21,1,,,,,,,,,511.9,Strong,492,Developing,522.2,Strong,447.3,Developing,396.8,Needs additional support,,,,,,,,,,
A,288935608,7GEOH,12,7,,,,,122.1,120-129,125.6,115-124,107.4,100-109,112.6,105-114,499.6,Developing,395.9,Needs additional support,453,Developing,447.3,Developing,498.8,Developing,391.391,Band 4,458.3,Band 5,452.91,Band 5,409.68,Band 4,418.673,Band 4
A,643845665,7GEOH,13,4,27,1,45,4,110.1,110-119,119.2,105-114,112.6,110-119,115.3,105-114,514.7,Strong,534.2,Strong,461.3,Developing,512.6,Strong,495.2,Developing,NULL,Withdrawn,NULL,Withdrawn,NULL,Withdrawn,NULL,Withdrawn,NULL,Withdrawn
A,292677831,7GEOH,16,4,30,1,47,1,,,,,,,,,495.7,Developing,547.1,Strong,550.8,Strong,561.9,Strong,471.2,Developing,,,,,,,,,,
A,442392753,7GEOH,9,4,,,30,17,,,,,,,,,460.7,Developing,460.7,Developing,533.2,Strong,531.8,Strong,502.6,Strong,,,,,,,,,,
A,453848003,7GEOH,9,3,,,,,110.5,110-119,128.2,105-114,113.6,110-119,117,105-114,434,Developing,460.7,Developing,398.7,Needs additional support,438.9,Developing,565.5,Strong,443.212,Band 5,401.5,Band 4,367.958,Band 3,402.177,Band 4,438.369,Band 5
A,170742324,7GEOH,21,36,35,23,20,1,100,100-109,115.8,95-104,103,100-109,109.2,95-104,417.2,Needs additional support,412.4,Needs additional support,418.9,Needs additional support,309.2,Needs additional support,463.6,Developing,363.853,Band 3,288.9,Band 2,340.573,Band 3,332.77,Band 3,373.591,Band 3
A,112752842,7GEOH,11,5,17,0,29,0,123.5,120-129,119.6,115-124,121.5,120-129,115.6,115-124,441.4,Developing,520.8,Strong,502.9,Developing,545.8,Strong,503,Strong,474.273,Band 5,497.4,Band 6,466.369,Band 5,476.635,Band 5,457.329,Band 5
A,822142001,7GEOH,10,6,30,2,45,4,126.4,120-129,135.2,125-134,123.5,120-129,118.3,115-124,496.5,Developing,534.2,Strong,464.6,Developing,527.6,Strong,520.2,Strong,520.829,Band 6,510,Band 6,525.204,Band 6,491.055,Band 6,452.437,Band 5
A,513557176,7GEOH,,,16,0,,,101.9,100-109,107.2,95-104,119.5,110-119,109.2,115-124,NULL,UNKNOWN,534.2,Strong,496.2,Developing,457.8,Developing,425.9,Needs additional support,479.404,Band 6,471.6,Band 5,430.689,Band 5,423.88,Band 4,413.774,Band 4
A,862162536,7GEOH,7,9,,,23,5,,,,,,,,,339,Needs additional support,347,Needs additional support,382.2,Needs additional support,336.9,Needs additional support,402.6,Needs additional support,,,,,,,,,,
A,585666134,7GEOH,14,1,20,0,20,0,127.8,120-129,131.3,125-134,121.5,120-129,117,115-124,482.4,Developing,506.7,Developing,457.6,Developing,556.5,Strong,513.8,Strong,472.314,Band 5,510,Band 6,495.377,Band 6,612.32,Band 8,502.405,Band 6
A,454903387,7GEOH,15,9,47,0,37,17,115.6,110-119,108.4,115-124,102.3,100-109,105.5,95-104,445.4,Developing,534.2,Strong,454.5,Developing,494.5,Developing,440.5,Developing,422.944,Band 4,444.8,Band 5,405.774,Band 4,476.452,Band 5,360.821,Band 3
A,662055176,7GEOH,17,7,32,3,33,3,116.7,110-119,119.3,115-124,111.6,110-119,100.1,105-114,432.5,Developing,534.2,Strong,447.3,Developing,568.3,Strong,404.3,Needs additional support,445.031,Band 5,534.9,Band 7,331.801,Band 3,503.894,Band 6,365.057,Band 3
A,196355883,7GEOH,,,20,3,32,1,,,,,,,,,471.7,Developing,572.7,Strong,493.4,Developing,534.2,Strong,432.3,Developing,,,,,,,,,,
A,155889135,7GEOH,16,7,28,0,32,2,,,,,,,,,481.6,Developing,585.8,Strong,518.2,Strong,475,Developing,514.3,Strong,,,,,,,,,,
A,874039934,7GEOH,13,2,27,1,37,1,133.5,130-139,128.8,125-134,123.5,120-129,118.3,115-124,509.1,Strong,547.1,Strong,476.8,Developing,553.5,Strong,525.4,Strong,472.809,Band 5,471.6,Band 5,421.845,Band 4,482.63,Band 6,480.16,Band 6
A,919560427,7GEOH,17,7,26,0,38,2,113.8,110-119,117.6,105-114,117.5,110-119,114.1,115-124,534.7,Strong,559.9,Strong,545,Strong,580.3,Strong,462.1,Developing,488.135,Band 6,572.9,Band 7,558.626,Band 7,554.943,Band 7,445.046,Band 5
A,726326233,7GEOH,24,3,45,2,43,3,119,110-119,121.2,115-124,115.5,110-119,127.3,115-124,465.9,Developing,460.7,Developing,478,Developing,508,Strong,520.1,Strong,507.511,Band 6,444.8,Band 5,499.142,Band 6,513.51,Band 6,484.396,Band 6
A,827117582,7GEOH,15,5,22,1,27,0,,,,,108.7,100-109,112.6,105-114,458.3,Developing,460.7,Developing,558,Strong,525.1,Strong,439,Developing,449.353,Band 5,497.4,Band 6,463.927,Band 5,487.936,Band 6,398.663,Band 4
A,635672291,7MATA,26,0,37,0,32,2,147.6,140-149,135.9,145-154,148.7,140-149,136.2,145-154,662.2,Exceeding,613.1,Strong,670,Exceeding,529,Strong,594.8,Strong,645.629,Band 9,471.6,Band 5,567.189,Band 7,524.173,Band 6,542.358,Band 7
A,718996056,7MATA,24,0,35,0,38,1,132.7,130-139,136,125-134,127.8,120-129,131.4,125-134,584.9,Strong,627.2,Exceeding,638.1,Exceeding,629,Exceeding,566.5,Strong,563.201,Band 7,534.9,Band 7,565.253,Band 7,606.109,Band 8,546.831,Band 7
A,849567897,7MATA,28,2,46,1,42,1,134.3,130-139,152.7,125-134,138.1,130-139,145.1,135-144,591.6,Strong,547.1,Strong,713.4,Exceeding,650.3,Exceeding,662.9,Exceeding,549.911,Band 7,609,Band 8,723.575,Band 10,629.31,Band 8,658.243,Band 9
A,518877908,7MATA,30,1,54,2,45,1,148.2,140-149,140.8,145-154,139,130-139,151.6,135-144,662.7,Exceeding,641.2,Exceeding,617.8,Strong,624.8,Exceeding,673.8,Exceeding,598.347,Band 8,666,Band 9,637.113,Band 9,629.953,Band 8,647.151,Band 9
A,826084625,7MATA,21,0,28,0,27,0,136.3,130-139,126.7,135-144,145.3,140-149,130,145-154,646.7,Exceeding,547.1,Strong,672.7,Exceeding,578.9,Strong,558.3,Strong,564.826,Band 7,484.6,Band 6,613.79,Band 8,580.679,Band 7,520.571,Band 6
A,398840792,7MATA,21,1,36,4,43,1,139.5,130-139,136.6,135-144,137.6,130-139,135.6,135-144,565.4,Strong,682,Exceeding,595.2,Strong,613.1,Exceeding,622.5,Strong,555.636,Band 7,522.5,Band 6,558.626,Band 7,597.46,Band 8,599.516,Band 8
A,101865566,7MATA,,,,,47,2,137.8,130-139,146.6,135-144,130.4,130-139,141.9,125-134,630.9,Exceeding,547.1,Strong,602,Strong,664.6,Exceeding,682.7,Exceeding,583.992,Band 8,547.4,Band 7,651.365,Band 9,595.711,Band 8,641.264,Band 9
A,650382373,7MATA,12,1,30,1,33,0,145.1,140-149,142.9,145-154,141.4,140-149,144.9,135-144,682.1,Exceeding,721.2,Exceeding,600.6,Strong,590.7,Strong,602.3,Strong,600.89,Band 8,585.4,Band 8,600.629,Band 8,570.377,Band 7,569.124,Band 7
A,955073255,7MATA,36,0,40,1,39,3,137.2,130-139,135.3,135-144,138.2,130-139,130.1,135-144,603.6,Exceeding,655.1,Exceeding,591,Strong,544.9,Strong,595.7,Strong,566.398,Band 7,560.2,Band 7,613.79,Band 8,493.425,Band 6,578.699,Band 7
A,139863873,7MATA,,,37,0,46,0,,,,,,,,,684.5,Exceeding,599.3,Strong,610.7,Strong,679,Exceeding,639.4,Exceeding,,,,,,,,,,
A,594480048,7MATA,15,0,22,1,28,0,135.1,130-139,144.4,135-144,125.7,120-129,132.9,125-134,NULL,UNKNOWN,547.1,Strong,NULL,UNKNOWN,NULL,UNKNOWN,637.2,Exceeding,554.308,Band 7,510,Band 6,519.139,Band 6,474.057,Band 5,560.379,Band 7
A,295414381,7MATA,26,0,39,2,44,0,136.3,130-139,151.3,135-144,132.6,130-139,153.2,125-134,576.7,Strong,668.6,Exceeding,649.9,Exceeding,646.4,Exceeding,682.8,Exceeding,551.259,Band 7,547.4,Band 7,631.7,Band 8,591.966,Band 8,647.512,Band 9
A,234665371,7MATA,32,0,57,1,46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,124902644,7MATA,22,0,36,0,35,0,,,,,,,,,595.3,Strong,682,Exceeding,640.6,Exceeding,680,Exceeding,686.1,Exceeding,,,,,,,,,,
A,369262864,7MATA,29,0,40,0,34,1,137.5,130-139,144.2,135-144,132.6,130-139,138.6,125-134,592.6,Strong,599.3,Strong,602,Strong,535.7,Strong,676.4,Exceeding,573.314,Band 7,510,Band 6,580.064,Band 7,514.109,Band 6,598.012,Band 8
A,890770824,7MATA,21,0,34,0,34,0,131,130-139,131.3,125-134,127.8,120-129,134.5,125-134,558.7,Strong,572.7,Strong,501.6,Developing,626,Exceeding,595.8,Strong,561.347,Band 7,497.4,Band 6,613.79,Band 8,594.015,Band 8,551.263,Band 7
A,823927832,7MATA,21,0,39,1,33,5,136.3,130-139,130.1,135-144,135.2,130-139,134.5,135-144,541.9,Strong,613.1,Strong,595.4,Strong,604.1,Exceeding,594.8,Strong,556.821,Band 7,534.9,Band 7,580.064,Band 7,549.009,Band 7,529.59,Band 6
A,498579052,7MATA,30,0,47,0,43,1,129.3,120-129,147.3,125-134,135.2,130-139,138.9,135-144,563.8,Strong,534.2,Strong,680.9,Exceeding,653,Exceeding,701.2,Exceeding,514.743,Band 6,534.9,Band 7,578.585,Band 7,624.937,Band 8,615.542,Band 8
A,456162929,7MATA,30,,42,1,37,1,138.7,130-139,136.3,135-144,130.1,130-139,128.7,125-134,578.8,Strong,585.8,Strong,562.6,Strong,603.5,Exceeding,589.7,Strong,580.493,Band 7,534.9,Band 7,641.081,Band 9,584.496,Band 8,567.86,Band 7
A,803912667,7MATA,29,0,60,1,56,2,142.6,140-149,140,135-144,135.2,130-139,136.2,135-144,645,Exceeding,655.1,Exceeding,634.5,Exceeding,616.7,Exceeding,644.6,Exceeding,,,,,,,,,,
A,243436169,7MATA,23,0,37,0,33,0,145.1,140-149,125.5,145-154,135.2,130-139,126,135-144,527.4,Strong,627.2,Exceeding,564.6,Strong,553.9,Strong,533.4,Strong,566.398,Band 7,458.3,Band 5,561.917,Band 7,485.877,Band 6,499.207,Band 6
A,290032256,7MATA,22,0,38,1,34,0,141.1,140-149,136.4,135-144,141.4,140-149,136,135-144,624.9,Exceeding,547.1,Strong,534.1,Strong,537.8,Strong,589.7,Strong,602.685,Band 8,572.9,Band 7,543.628,Band 7,533.359,Band 7,502.393,Band 6
A,756062536,7MATA,22,0,41,0,39,4,127.8,120-129,136.3,125-134,130.1,130-139,134.5,125-134,588.5,Strong,520.8,Strong,600.6,Strong,590.2,Strong,589.1,Strong,552.432,Band 7,497.4,Band 6,565.272,Band 7,546.627,Band 7,558.581,Band 7
A,113102969,7MATA,20,0,27,0,28,0,,,,,,,,,636.6,Exceeding,572.7,Strong,644.2,Exceeding,624.6,Exceeding,576.4,Strong,,,,,,,,,,
A,259377718,7MATA,32,0,46,0,40,1,,,,,,,,,606.5,Exceeding,520.8,Strong,608.7,Strong,635.2,Exceeding,645.2,Exceeding,,,,,,,,,,
A,929023271,7MATA,21,0,30,2,33,0,131.9,130-139,145.4,125-134,140.2,140-149,134.9,135-144,615.4,Exceeding,547.1,Strong,704.6,Exceeding,601.4,Exceeding,623,Strong,608.234,Band 8,547.4,Band 7,631.7,Band 8,585.834,Band 8,591.04,Band 8
A,801593489,7MATA,34,0,48,0,36,0,,,,,,,,,724.7,Exceeding,613.1,Strong,629.7,Exceeding,586.6,Strong,635.1,Exceeding,,,,,,,,,,
A,820475952,7MATA,,,36,0,36,0,140.8,140-149,141.2,135-144,137.2,130-139,148.5,135-144,564.1,Strong,695.1,Exceeding,668.2,Exceeding,680,Exceeding,637.2,Exceeding,587.692,Band 8,666,Band 9,654.402,Band 9,651.798,Band 9,582.806,Band 8
A,107993446,7MATE,29,0,27,0,34,0,124.7,120-129,120.4,115-124,127.8,120-129,120.9,125-134,508,Strong,572.7,Strong,560.7,Strong,669.2,Exceeding,461.9,Developing,517.45,Band 6,547.4,Band 7,494.207,Band 6,545.757,Band 7,436.313,Band 5
A,719720611,7MATE,33,1,18,0,34,2,133.2,130-139,124.3,125-134,121.5,120-129,111,115-124,459.5,Developing,613.1,Strong,444.7,Developing,648.4,Exceeding,501.9,Strong,533.366,Band 7,484.6,Band 6,495.451,Band 6,615.856,Band 8,442.537,Band 5
A,992090133,7MATE,24,1,26,0,23,1,125.5,120-129,131,125-134,112.9,110-119,119.6,105-114,476.8,Developing,572.7,Strong,552.4,Strong,527.6,Strong,559.1,Strong,464.366,Band 5,497.4,Band 6,478.824,Band 6,466.453,Band 5,462.476,Band 5
A,255454879,7MATE,36,1,18,0,40,1,,,,,,,,,498,Developing,559.9,Strong,502.9,Developing,623.4,Exceeding,596.7,Strong,,,,,,,,,,
A,541623303,7MATE,8,2,10,0,11,1,,,,,,,,,527.5,Strong,492,Developing,440.2,Needs additional support,536.9,Strong,558.3,Strong,,,,,,,,,,
A,988283608,7MATE,25,0,24,2,34,2,128,120-129,136.8,125-134,121.5,120-129,118.3,115-124,480.5,Developing,547.1,Strong,473.9,Developing,552.8,Strong,538.1,Strong,462.048,Band 5,547.4,Band 7,478.824,Band 6,470.062,Band 5,472.209,Band 5
A,149408746,7MATE,30,0,21,0,37,2,127.1,120-129,120.4,125-134,119.5,110-119,119.6,115-124,488.6,Developing,492,Developing,562.2,Strong,569.9,Strong,500.8,Strong,454.529,Band 5,458.3,Band 5,481.173,Band 6,512.642,Band 6,452.06,Band 5
A,933069012,7MATE,28,0,30,0,33,1,136.8,130-139,121.5,135-144,123.5,120-129,115.6,115-124,564.6,Strong,585.8,Strong,563.7,Strong,546.4,Strong,501.4,Strong,515.691,Band 6,458.3,Band 5,543.512,Band 7,536.436,Band 7,475.84,Band 5
A,751953703,7MATE,25,5,12,1,26,7,115.1,110-119,127.8,115-124,111.6,110-119,122.2,105-114,443.3,Developing,476.5,Developing,454.9,Developing,504.4,Strong,508.5,Strong,392.248,Band 4,484.6,Band 6,477.388,Band 5,478.693,Band 6,432.672,Band 5
A,857970803,7MATE,28,0,29,0,39,1,133.2,130-139,118.9,125-134,127.8,120-129,114.1,125-134,550.3,Strong,492,Developing,564.5,Strong,485.1,Developing,507.4,Strong,512.605,Band 6,416.3,Band 4,482.114,Band 6,495.34,Band 6,490.659,Band 6
A,682490662,7MATE,23,0,16,0,25,0,121,120-129,134.4,115-124,123.5,120-129,137.3,115-124,514.7,Strong,585.8,Strong,602,Strong,581.6,Strong,567.3,Strong,511.799,Band 6,597.5,Band 8,585.034,Band 8,570.503,Band 7,582.594,Band 8
